Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length,Characters,Words,Corpus Name,Sentences,Type
0.00075,0.00415,0.00016,0.00118,0.00118,0.00062,0.00084,0.00038,0.00009,0.00001,0.00002,0.00012,0.00004,0.00150,0.00074,0.00458,0.00022,0.00019,,0.00466,,0.00056,0.00076,,,145.73581,911286,160383,tesserae/texts/la/livy.ab_urbe_condita/livy.ab_urbe_condita.part.2.books_21-30.tess,6253,
0.00089,0.00471,0.00015,0.00126,0.00126,0.00063,0.00080,0.00050,0.00010,0.00001,0.00002,0.00011,0.00005,0.00147,0.00087,0.00453,0.00034,0.00018,,0.00493,,0.00053,0.00082,,,132.83197,812666,144222,tesserae/texts/la/livy.ab_urbe_condita/livy.ab_urbe_condita.part.3.books_31-40.tess,6118,
0.00073,0.00457,0.00015,0.00130,0.00130,0.00066,0.00075,0.00043,0.00006,0.00001,0.00001,0.00009,0.00002,0.00144,0.00073,0.00460,0.00029,0.00016,,0.00534,,0.00050,0.00078,,,124.85316,335855,59443,tesserae/texts/la/livy.ab_urbe_condita/livy.ab_urbe_condita.part.4.books_41-45.tess,2690,
0.00209,0.00223,0.00001,0.00060,0.00060,0.00013,0.00035,0.00005,0.00000,0.00000,0.00000,0.00032,0.00002,0.00067,0.00085,0.00208,0.00108,0.00008,,0.00344,,0.00025,0.00023,,,100.98713,298215,54018,tesserae/texts/la/lucan.bellum_civile.tess,2953,
0.00222,0.00167,0.00000,0.00058,0.00058,0.00008,0.00027,0.00008,0.00000,0.00000,0.00000,0.00035,0.00000,0.00054,0.00093,0.00261,0.00144,0.00004,,0.00331,,0.00019,0.00023,,,110.73276,25690,4607,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.1.tess,232,
0.00254,0.00279,0.00010,0.00075,0.00075,0.00020,0.00025,0.00005,0.00000,0.00000,0.00000,0.00020,0.00000,0.00070,0.00055,0.00254,0.00045,0.00005,,0.00373,,0.00025,0.00015,,,104.67188,20097,3698,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.10.tess,192,
0.00194,0.00282,0.00000,0.00081,0.00081,0.00033,0.00062,0.00011,0.00000,0.00000,0.00000,0.00059,0.00004,0.00084,0.00077,0.00198,0.00099,0.00004,,0.00246,,0.00033,0.00048,,,101.36803,27268,4912,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.2.tess,269,
0.00096,0.00192,0.00000,0.00046,0.00046,0.00014,0.00018,0.00007,0.00000,0.00000,0.00004,0.00036,0.00000,0.00092,0.00099,0.00213,0.00025,0.00014,,0.00305,,0.00025,0.00011,,,101.65704,28159,5040,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.3.tess,277,
0.00092,0.00194,0.00000,0.00049,0.00049,0.00010,0.00033,0.00007,0.00000,0.00000,0.00000,0.00059,0.00000,0.00082,0.00039,0.00174,0.00049,0.00007,,0.00286,,0.00036,0.00023,,,101.50667,30452,5453,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.4.tess,300,
0.00294,0.00175,0.00000,0.00063,0.00063,0.00007,0.00033,0.00000,0.00000,0.00000,0.00000,0.00040,0.00000,0.00040,0.00079,0.00205,0.00149,0.00003,,0.00324,,0.00020,0.00023,,,93.45679,30280,5505,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.5.tess,324,
0.00196,0.00215,0.00000,0.00049,0.00049,0.00010,0.00042,0.00003,0.00000,0.00000,0.00000,0.00026,0.00003,0.00059,0.00088,0.00196,0.00052,0.00003,,0.00349,,0.00033,0.00023,,,113.65926,30688,5433,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.6.tess,270,
0.00253,0.00281,0.00000,0.00086,0.00086,0.00009,0.00034,0.00003,0.00000,0.00000,0.00000,0.00025,0.00000,0.00074,0.00099,0.00185,0.00133,0.00015,,0.00401,,0.00031,0.00019,,,96.51786,32430,5925,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.7.tess,336,
0.00270,0.00233,0.00000,0.00043,0.00043,0.00012,0.00025,0.00003,0.00000,0.00000,0.00000,0.00012,0.00003,0.00062,0.00127,0.00198,0.00214,0.00009,,0.00431,,0.00022,0.00025,,,93.75872,32253,5962,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.8.tess,344,
0.00215,0.00225,0.00000,0.00059,0.00059,0.00010,0.00042,0.00005,0.00000,0.00000,0.00000,0.00017,0.00005,0.00056,0.00083,0.00215,0.00134,0.00012,,0.00372,,0.00015,0.00024,,,100.00000,40900,7483,tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.9.tess,409,
0.00113,0.00332,0.00023,0.00113,0.00113,0.00083,0.00076,0.00038,0.00001,0.00001,0.00003,0.00032,0.00015,0.00163,0.00098,0.00448,0.00060,0.00020,,0.00608,,0.00022,0.00070,,,153.73148,275948,50932,tesserae/texts/la/lucretius.de_rerum_natura.tess,1795,
0.00157,0.00277,0.00027,0.00132,0.00132,0.00069,0.00039,0.00039,0.00002,0.00000,0.00005,0.00029,0.00022,0.00117,0.00159,0.00490,0.00054,0.00020,,0.00722,,0.00022,0.00037,,,160.83465,40852,7525,tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.1.tess,254,
0.00087,0.00287,0.00048,0.00133,0.00133,0.00096,0.00067,0.00041,0.00000,0.00000,0.00002,0.00025,0.00023,0.00138,0.00090,0.00505,0.00053,0.00034,,0.00627,,0.00030,0.00078,,,171.38583,43532,7914,tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.2.tess,254,
0.00192,0.00350,0.00022,0.00170,0.00170,0.00058,0.00090,0.00036,0.00002,0.00002,0.00002,0.00029,0.00034,0.00170,0.00131,0.00394,0.00071,0.00015,,0.00547,,0.00039,0.00075,,,158.77220,41122,7688,tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.3.tess,259,
0.00116,0.00416,0.00014,0.00091,0.00091,0.00108,0.00093,0.00052,0.00002,0.00000,0.00000,0.00039,0.00010,0.00203,0.00095,0.00455,0.00046,0.00021,,0.00674,,0.00010,0.00089,,,143.43917,48339,9010,tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.4.tess,337,
0.00078,0.00277,0.00011,0.00092,0.00092,0.00087,0.00055,0.00031,0.00000,0.00000,0.00004,0.00033,0.00002,0.00146,0.00059,0.00395,0.00081,0.00018,,0.00519,,0.00022,0.00054,,,153.31728,54121,9900,tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.5.tess,353,
0.00071,0.00379,0.00019,0.00077,0.00077,0.00073,0.00108,0.00027,0.00002,0.00004,0.00004,0.00031,0.00006,0.00196,0.00071,0.00459,0.00052,0.00015,,0.00581,,0.00015,0.00088,,,141.95858,47982,8895,tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.6.tess,338,
0.00166,0.00166,0.00000,0.00166,0.00166,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00166,0.00000,0.00166,0.00000,0.00166,0.00166,0.00000,,0.01165,,0.00000,0.00000,,,120.20000,601,115,tesserae/texts/la/macrobius.fragment.tess,5,
0.00133,0.00546,0.00030,0.00062,0.00062,0.00057,0.00055,0.00085,0.00001,0.00004,0.00001,0.00008,0.00001,0.00187,0.00061,0.00454,0.00036,0.00044,,0.00642,,0.00066,0.00085,,,156.11992,153628,27930,tesserae/texts/la/macrobius.saturnalia.part.1.tess,984,
0.00284,0.00643,0.00052,0.00134,0.00134,0.00049,0.00042,0.00075,0.00000,0.00003,0.00000,0.00010,0.00000,0.00160,0.00098,0.00307,0.00111,0.00055,,0.00525,,0.00065,0.00153,,,100.48852,30649,5772,tesserae/texts/la/macrobius.saturnalia.part.2.tess,305,
0.00146,0.00528,0.00025,0.00074,0.00074,0.00053,0.00063,0.00060,0.00002,0.00002,0.00000,0.00009,0.00004,0.00172,0.00087,0.00438,0.00064,0.00044,,0.00609,,0.00058,0.00082,,,136.07519,490435,94836,tesserae/texts/la/macrobius.saturnalia.tess,3604,
0.00133,0.00546,0.00030,0.00062,0.00062,0.00057,0.00055,0.00085,0.00001,0.00004,0.00001,0.00008,0.00001,0.00187,0.00061,0.00454,0.00036,0.00044,,0.00642,,0.00066,0.00085,,,156.11992,153628,27930,tesserae/texts/la/macrobius.saturnalia/macrobius.saturnalia.part.1.tess,984,
0.00284,0.00643,0.00052,0.00134,0.00134,0.00049,0.00042,0.00075,0.00000,0.00003,0.00000,0.00010,0.00000,0.00160,0.00098,0.00307,0.00111,0.00055,,0.00525,,0.00065,0.00153,,,100.48852,30649,5772,tesserae/texts/la/macrobius.saturnalia/macrobius.saturnalia.part.2.tess,305,
0.00149,0.00624,0.00020,0.00058,0.00058,0.00061,0.00066,0.00078,0.00003,0.00000,0.00002,0.00005,0.00003,0.00184,0.00070,0.00473,0.00050,0.00060,,0.00745,,0.00058,0.00091,,,139.15473,60254,10963,tesserae/texts/la/macrobius.saturnalia/macrobius.saturnalia.part.3.tess,433,
0.00244,0.00651,0.00017,0.00105,0.00105,0.00081,0.00064,0.00093,0.00006,0.00000,0.00000,0.00017,0.00006,0.00209,0.00093,0.00657,0.00209,0.00017,,0.00529,,0.00058,0.00122,,,102.39286,17212,3352,tesserae/texts/la/macrobius.saturnalia/macrobius.saturnalia.part.4.tess,168,
0.00075,0.00408,0.00013,0.00054,0.00054,0.00027,0.00070,0.00030,0.00002,0.00002,0.00000,0.00001,0.00003,0.00109,0.00042,0.00373,0.00050,0.00055,,0.00405,,0.00033,0.00036,,,122.34497,91151,21155,tesserae/texts/la/macrobius.saturnalia/macrobius.saturnalia.part.5.tess,745,
0.00178,0.00448,0.00032,0.00050,0.00050,0.00055,0.00059,0.00039,0.00005,0.00000,0.00000,0.00009,0.00014,0.00128,0.00064,0.00502,0.00055,0.00032,,0.00454,,0.00050,0.00053,,,167.11832,43785,8282,tesserae/texts/la/macrobius.saturnalia/macrobius.saturnalia.part.6.tess,262,
0.00155,0.00529,0.00023,0.00110,0.00110,0.00062,0.00076,0.00037,0.00000,0.00003,0.00000,0.00020,0.00007,0.00217,0.00191,0.00423,0.00096,0.00032,,0.00782,,0.00070,0.00099,,,132.61103,93756,17382,tesserae/texts/la/macrobius.saturnalia/macrobius.saturnalia.part.7.tess,707,
0.00079,0.00261,0.00007,0.00074,0.00074,0.00036,0.00108,0.00025,0.00000,0.00001,0.00001,0.00009,0.00014,0.00067,0.00041,0.00485,0.00034,0.00006,,0.00400,,0.00082,0.00046,,,139.63787,160025,28654,tesserae/texts/la/manilius.astronomicon.tess,1146,
0.00075,0.00226,0.00000,0.00087,0.00087,0.00049,0.00136,0.00038,0.00000,0.00000,0.00000,0.00006,0.00006,0.00052,0.00026,0.00522,0.00032,0.00006,,0.00403,,0.00136,0.00038,,,153.22222,34475,6094,tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.1.tess,225,
0.00072,0.00327,0.00019,0.00080,0.00080,0.00028,0.00091,0.00030,0.00000,0.00000,0.00003,0.00003,0.00030,0.00091,0.00047,0.00509,0.00025,0.00011,,0.00476,,0.00085,0.00041,,,140.35521,36352,6557,tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.2.tess,259,
0.00089,0.00349,0.00004,0.00054,0.00054,0.00046,0.00058,0.00031,0.00000,0.00000,0.00000,0.00031,0.00000,0.00112,0.00074,0.00535,0.00015,0.00008,,0.00473,,0.00074,0.00070,,,139.51892,25811,4674,tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.3.tess,185,
0.00104,0.00178,0.00006,0.00085,0.00085,0.00039,0.00116,0.00023,0.00000,0.00000,0.00000,0.00006,0.00008,0.00048,0.00037,0.00418,0.00071,0.00006,,0.00347,,0.00065,0.00045,,,127.05018,35447,6425,tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.4.tess,279,
0.00054,0.00243,0.00004,0.00057,0.00057,0.00018,0.00132,0.00000,0.00000,0.00004,0.00000,0.00004,0.00021,0.00039,0.00025,0.00447,0.00018,0.00000,,0.00297,,0.00039,0.00043,,,141.11111,27940,4904,tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.5.tess,198,
0.00218,0.00382,0.00015,0.00077,0.00077,0.00035,0.00101,0.00045,0.00001,0.00009,0.00000,0.00045,0.00001,0.00194,0.00106,0.00313,0.00157,0.00028,,0.00530,,0.00048,0.00086,,,125.50640,68652,12161,tesserae/texts/la/marcus_mincuius_felix.octavius.tess,547,
0.00762,0.00392,0.00006,0.00039,0.00039,0.00010,0.00063,0.00012,0.00000,0.00000,0.00000,0.00049,0.00000,0.00078,0.00186,0.00170,0.00245,0.00013,,0.00492,,0.00016,0.00055,,,70.86675,219120,43708,tesserae/texts/la/martial.epigrams.tess,3092,
0.00707,0.00371,0.00006,0.00041,0.00041,0.00006,0.00077,0.00012,0.00000,0.00000,0.00000,0.00035,0.00000,0.00053,0.00265,0.00194,0.00194,0.00006,,0.00506,,0.00018,0.00047,,,75.47556,16982,3408,tesserae/texts/la/martial.epigrams/martial.epigrams.part.1.tess,225,
0.00704,0.00341,0.00005,0.00054,0.00054,0.00016,0.00043,0.00005,0.00000,0.00000,0.00000,0.00054,0.00000,0.00092,0.00152,0.00157,0.00260,0.00005,,0.00493,,0.00011,0.00016,,,74.74494,18462,3664,tesserae/texts/la/martial.epigrams/martial.epigrams.part.10.tess,247,
0.00821,0.00292,0.00000,0.00055,0.00055,0.00010,0.00045,0.00015,0.00000,0.00000,0.00000,0.00030,0.00000,0.00081,0.00151,0.00166,0.00212,0.00010,,0.00549,,0.00005,0.00040,,,69.16028,19849,3983,tesserae/texts/la/martial.epigrams/martial.epigrams.part.11.tess,287,
0.00752,0.00330,0.00000,0.00023,0.00023,0.00008,0.00054,0.00054,0.00000,0.00000,0.00000,0.00023,0.00000,0.00100,0.00192,0.00176,0.00199,0.00031,,0.00483,,0.00038,0.00061,,,77.58333,13034,2597,tesserae/texts/la/martial.epigrams/martial.epigrams.part.12.tess,168,
0.00750,0.00589,0.00000,0.00032,0.00032,0.00011,0.00086,0.00021,0.00000,0.00000,0.00000,0.00011,0.00000,0.00054,0.00279,0.00311,0.00171,0.00011,,0.00332,,0.00011,0.00043,,,57.95031,9330,1866,tesserae/texts/la/martial.epigrams/martial.epigrams.part.13.tess,161,
0.00816,0.00464,0.00007,0.00033,0.00033,0.00007,0.00066,0.00013,0.00000,0.00000,0.00000,0.00066,0.00000,0.00066,0.00285,0.00179,0.00166,0.00000,,0.00332,,0.00013,0.00066,,,57.12879,15082,3007,tesserae/texts/la/martial.epigrams/martial.epigrams.part.14.tess,264,
0.00869,0.00458,0.00000,0.00008,0.00008,0.00023,0.00054,0.00000,0.00000,0.00000,0.00000,0.00047,0.00000,0.00054,0.00318,0.00155,0.00411,0.00008,,0.00605,,0.00023,0.00085,,,56.05652,12893,2684,tesserae/texts/la/martial.epigrams/martial.epigrams.part.2.tess,230,
0.00944,0.00567,0.00000,0.00022,0.00022,0.00022,0.00051,0.00029,0.00000,0.00000,0.00000,0.00051,0.00000,0.00080,0.00160,0.00124,0.00341,0.00007,,0.00639,,0.00015,0.00116,,,58.57447,13765,2831,tesserae/texts/la/martial.epigrams/martial.epigrams.part.3.tess,235,
0.00597,0.00372,0.00000,0.00063,0.00063,0.00021,0.00028,0.00007,0.00000,0.00000,0.00000,0.00077,0.00000,0.00077,0.00098,0.00140,0.00281,0.00021,,0.00421,,0.00007,0.00049,,,72.32487,14248,2837,tesserae/texts/la/martial.epigrams/martial.epigrams.part.4.tess,197,
0.00783,0.00324,0.00024,0.00047,0.00047,0.00000,0.00063,0.00000,0.00000,0.00000,0.00000,0.00040,0.00000,0.00063,0.00206,0.00134,0.00435,0.00032,,0.00498,,0.00016,0.00032,,,65.53886,12649,2495,tesserae/texts/la/martial.epigrams/martial.epigrams.part.5.tess,193,
0.00961,0.00362,0.00015,0.00052,0.00052,0.00015,0.00044,0.00022,0.00000,0.00000,0.00000,0.00044,0.00000,0.00103,0.00111,0.00111,0.00251,0.00007,,0.00429,,0.00007,0.00074,,,66.99505,13533,2727,tesserae/texts/la/martial.epigrams/martial.epigrams.part.6.tess,202,
0.00688,0.00437,0.00011,0.00034,0.00034,0.00006,0.00073,0.00000,0.00000,0.00000,0.00000,0.00062,0.00000,0.00078,0.00190,0.00179,0.00201,0.00011,,0.00437,,0.00028,0.00084,,,85.08095,17867,3516,tesserae/texts/la/martial.epigrams/martial.epigrams.part.7.tess,210,
0.00657,0.00343,0.00000,0.00029,0.00029,0.00000,0.00122,0.00000,0.00000,0.00006,0.00000,0.00052,0.00000,0.00070,0.00151,0.00163,0.00221,0.00012,,0.00419,,0.00000,0.00052,,,83.89756,17199,3369,tesserae/texts/la/martial.epigrams/martial.epigrams.part.8.tess,205,
0.00718,0.00376,0.00012,0.00041,0.00041,0.00008,0.00066,0.00004,0.00000,0.00000,0.00000,0.00066,0.00000,0.00099,0.00132,0.00206,0.00177,0.00025,,0.00627,,0.00033,0.00029,,,90.39925,24227,4724,tesserae/texts/la/martial.epigrams/martial.epigrams.part.9.tess,268,
0.00046,0.00940,0.00016,0.00187,0.00187,0.00023,0.00058,0.00067,0.00007,0.00000,0.00002,0.00007,0.00007,0.00223,0.00100,0.00377,0.00004,0.00057,,0.00773,,0.00040,0.00143,,,119.28511,169862,29882,tesserae/texts/la/nepos.vitae.tess,1424,
0.00685,0.00361,0.00005,0.00030,0.00030,0.00011,0.00096,0.00007,0.00000,0.00000,0.00000,0.00039,0.00006,0.00077,0.00131,0.00233,0.00230,0.00013,,0.00404,,0.00014,0.00037,,,67.87500,84708,16874,tesserae/texts/la/ovid.amores.tess,1248,
0.00679,0.00313,0.00007,0.00026,0.00026,0.00000,0.00086,0.00004,0.00000,0.00000,0.00000,0.00052,0.00007,0.00078,0.00134,0.00179,0.00198,0.00004,,0.00403,,0.00007,0.00056,,,65.08252,26814,5350,tesserae/texts/la/ovid.amores/ovid.amores.part.1.tess,412,
0.00757,0.00396,0.00004,0.00029,0.00029,0.00018,0.00121,0.00011,0.00000,0.00000,0.00000,0.00032,0.00004,0.00086,0.00150,0.00271,0.00196,0.00014,,0.00428,,0.00021,0.00021,,,71.26209,28006,5596,tesserae/texts/la/ovid.amores/ovid.amores.part.2.tess,393,
0.00622,0.00371,0.00003,0.00033,0.00033,0.00013,0.00080,0.00007,0.00000,0.00000,0.00000,0.00033,0.00007,0.00067,0.00110,0.00244,0.00291,0.00020,,0.00381,,0.00013,0.00033,,,67.46727,29888,5928,tesserae/texts/la/ovid.amores/ovid.amores.part.3.tess,443,
0.00404,0.00463,0.00009,0.00049,0.00049,0.00014,0.00070,0.00011,0.00000,0.00000,0.00001,0.00035,0.00005,0.00117,0.00126,0.00210,0.00130,0.00035,,0.00424,,0.00033,0.00059,,,78.47965,80991,15928,tesserae/texts/la/ovid.ars_amatoria.tess,1032,
0.00390,0.00524,0.00004,0.00067,0.00067,0.00011,0.00059,0.00015,0.00000,0.00000,0.00000,0.00033,0.00004,0.00152,0.00108,0.00204,0.00130,0.00037,,0.00413,,0.00022,0.00059,,,79.61243,26909,5266,tesserae/texts/la/ovid.ars_amatoria/ovid.ars_amatoria.part.1.tess,338,
0.00407,0.00488,0.00008,0.00062,0.00062,0.00008,0.00105,0.00015,0.00000,0.00000,0.00004,0.00039,0.00004,0.00077,0.00147,0.00205,0.00101,0.00027,,0.00476,,0.00043,0.00043,,,78.02719,25827,5125,tesserae/texts/la/ovid.ars_amatoria/ovid.ars_amatoria.part.2.tess,331,
0.00414,0.00382,0.00014,0.00021,0.00021,0.00021,0.00050,0.00004,0.00000,0.00000,0.00000,0.00032,0.00007,0.00120,0.00124,0.00219,0.00156,0.00039,,0.00386,,0.00035,0.00074,,,77.83747,28255,5537,tesserae/texts/la/ovid.ars_amatoria/ovid.ars_amatoria.part.3.tess,363,
0.00806,0.00466,0.00005,0.00043,0.00043,0.00019,0.00091,0.00022,0.00000,0.00000,0.00001,0.00031,0.00005,0.00168,0.00168,0.00286,0.00098,0.00025,,0.00564,,0.00027,0.00040,,,93.66240,109866,21926,tesserae/texts/la/ovid.ex_ponto.tess,1173,
0.00720,0.00508,0.00004,0.00042,0.00042,0.00008,0.00129,0.00011,0.00000,0.00000,0.00000,0.00008,0.00000,0.00216,0.00174,0.00246,0.00129,0.00027,,0.00599,,0.00023,0.00057,,,87.67774,26391,5302,tesserae/texts/la/ovid.ex_ponto/ovid.ex_ponto.part.1.tess,301,
0.00900,0.00385,0.00004,0.00053,0.00053,0.00015,0.00092,0.00019,0.00000,0.00000,0.00000,0.00019,0.00004,0.00153,0.00179,0.00259,0.00061,0.00034,,0.00553,,0.00031,0.00042,,,99.67681,26215,5210,tesserae/texts/la/ovid.ex_ponto/ovid.ex_ponto.part.2.tess,263,
0.00789,0.00497,0.00012,0.00039,0.00039,0.00024,0.00099,0.00032,0.00000,0.00000,0.00000,0.00071,0.00004,0.00177,0.00205,0.00312,0.00118,0.00020,,0.00509,,0.00032,0.00039,,,89.92199,25358,5065,tesserae/texts/la/ovid.ex_ponto/ovid.ex_ponto.part.3.tess,282,
0.00812,0.00473,0.00003,0.00038,0.00038,0.00028,0.00053,0.00025,0.00000,0.00000,0.00003,0.00028,0.00009,0.00135,0.00125,0.00320,0.00088,0.00019,,0.00589,,0.00025,0.00025,,,97.55963,31902,6349,tesserae/texts/la/ovid.ex_ponto/ovid.ex_ponto.part.4.tess,327,
0.00286,0.00499,0.00003,0.00040,0.00040,0.00013,0.00061,0.00024,0.00000,0.00000,0.00001,0.00024,0.00002,0.00089,0.00060,0.00270,0.00093,0.00015,,0.00322,,0.00019,0.00034,,,97.04853,171970,33037,tesserae/texts/la/ovid.fasti.tess,1772,
0.00313,0.00425,0.00004,0.00052,0.00052,0.00016,0.00076,0.00044,0.00000,0.00000,0.00004,0.00024,0.00000,0.00132,0.00040,0.00289,0.00092,0.00012,,0.00409,,0.00024,0.00040,,,105.12236,24914,4806,tesserae/texts/la/ovid.fasti/ovid.fasti.part.1.tess,237,
0.00250,0.00501,0.00000,0.00040,0.00040,0.00020,0.00073,0.00023,0.00000,0.00000,0.00000,0.00037,0.00000,0.00090,0.00037,0.00320,0.00107,0.00010,,0.00277,,0.00000,0.00023,,,96.95469,29959,5738,tesserae/texts/la/ovid.fasti/ovid.fasti.part.2.tess,309,
0.00278,0.00536,0.00003,0.00033,0.00033,0.00003,0.00056,0.00013,0.00000,0.00000,0.00003,0.00033,0.00007,0.00095,0.00056,0.00268,0.00098,0.00016,,0.00363,,0.00023,0.00029,,,96.88291,30615,5867,tesserae/texts/la/ovid.fasti/ovid.fasti.part.3.tess,316,
0.00245,0.00463,0.00003,0.00030,0.00030,0.00006,0.00036,0.00015,0.00000,0.00000,0.00000,0.00018,0.00000,0.00073,0.00060,0.00215,0.00091,0.00024,,0.00278,,0.00018,0.00033,,,95.60405,33079,6323,tesserae/texts/la/ovid.fasti/ovid.fasti.part.4.tess,346,
0.00336,0.00493,0.00000,0.00047,0.00047,0.00020,0.00047,0.00024,0.00000,0.00000,0.00000,0.00032,0.00004,0.00107,0.00091,0.00257,0.00079,0.00020,,0.00276,,0.00036,0.00051,,,96.31939,25332,4862,tesserae/texts/la/ovid.fasti/ovid.fasti.part.5.tess,263,
0.00313,0.00570,0.00007,0.00039,0.00039,0.00014,0.00082,0.00032,0.00000,0.00000,0.00000,0.00004,0.00000,0.00046,0.00082,0.00281,0.00089,0.00007,,0.00342,,0.00018,0.00032,,,93.25914,28071,5441,tesserae/texts/la/ovid.fasti/ovid.fasti.part.6.tess,301,
0.00914,0.00419,0.00001,0.00030,0.00030,0.00013,0.00095,0.00011,0.00000,0.00000,0.00000,0.00041,0.00008,0.00133,0.00149,0.00243,0.00211,0.00018,,0.00453,,0.00027,0.00034,,,69.14559,137260,27699,tesserae/texts/la/ovid.heroides.tess,1985,
0.00826,0.00371,0.00001,0.00032,0.00032,0.00010,0.00092,0.00007,0.00000,0.00000,0.00000,0.00036,0.00006,0.00114,0.00122,0.00265,0.00220,0.00018,,0.00429,,0.00028,0.00028,,,67.77461,83301,16590,tesserae/texts/la/ovid.heroides/ovid.heroides.part.1.1-15.tess,1229,
0.01051,0.00493,0.00002,0.00026,0.00026,0.00019,0.00100,0.00017,0.00000,0.00000,0.00000,0.00048,0.00011,0.00163,0.00189,0.00209,0.00196,0.00019,,0.00491,,0.00026,0.00044,,,71.37434,53959,11109,tesserae/texts/la/ovid.heroides/ovid.heroides.part.2.16-21.tess,756,
0.00500,0.00318,0.00000,0.00032,0.00032,0.00000,0.00073,0.00050,0.00000,0.00000,0.00000,0.00041,0.00000,0.00572,0.00036,0.00327,0.00005,0.00027,,0.00677,,0.00009,0.00023,,,103.36150,22016,4238,tesserae/texts/la/ovid.ibis.tess,213,
0.00289,0.00173,0.00000,0.00116,0.00116,0.00000,0.00087,0.00029,0.00000,0.00000,0.00000,0.00000,0.00000,0.00029,0.00029,0.00347,0.00000,0.00000,,0.00520,,0.00058,0.00058,,,80.51163,3462,656,tesserae/texts/la/ovid.medicamina_faciei_femineae.tess,43,
0.00270,0.00382,0.00002,0.00056,0.00056,0.00016,0.00060,0.00023,0.00000,0.00000,0.00000,0.00037,0.00003,0.00083,0.00076,0.00263,0.00079,0.00029,,0.00352,,0.00018,0.00026,,,103.30080,451941,82474,tesserae/texts/la/ovid.metamorphoses.tess,4375,
0.00232,0.00412,0.00010,0.00054,0.00054,0.00014,0.00061,0.00031,0.00000,0.00000,0.00000,0.00014,0.00003,0.00089,0.00068,0.00303,0.00037,0.00024,,0.00337,,0.00037,0.00020,,,103.75265,29362,5370,tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.1.tess,283,
0.00243,0.00419,0.00000,0.00057,0.00057,0.00014,0.00086,0.00014,0.00000,0.00000,0.00000,0.00050,0.00000,0.00086,0.00111,0.00229,0.00086,0.00029,,0.00322,,0.00011,0.00025,,,88.14826,27943,5197,tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.10.tess,317,
0.00176,0.00436,0.00000,0.00070,0.00070,0.00023,0.00063,0.00007,0.00000,0.00000,0.00000,0.00057,0.00000,0.00080,0.00060,0.00230,0.00037,0.00040,,0.00323,,0.00013,0.00027,,,107.31786,30049,5446,tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.11.tess,280,
0.00211,0.00366,0.00000,0.00038,0.00038,0.00025,0.00059,0.00034,0.00000,0.00000,0.00000,0.00017,0.00000,0.00076,0.00034,0.00265,0.00076,0.00029,,0.00387,,0.00017,0.00021,,,115.28641,23749,4284,tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.12.tess,206,
0.00502,0.00428,0.00000,0.00069,0.00069,0.00016,0.00049,0.00025,0.00000,0.00000,0.00000,0.00016,0.00003,0.00085,0.00118,0.00277,0.00137,0.00030,,0.00437,,0.00036,0.00027,,,110.03021,36420,6709,tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.13.tess,331,
0.00324,0.00374,0.00003,0.00063,0.00063,0.00003,0.00060,0.00025,0.00000,0.00000,0.00000,0.00028,0.00003,0.00066,0.00075,0.00298,0.00035,0.00035,,0.00380,,0.00013,0.00022,,,145.36530,31835,5750,tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.14.tess,219,
