Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length,Characters,Words,Corpus Name,Sentences,Type
0.00149,0.00597,0.00029,0.00090,0.00090,0.00031,0.00122,0.00077,0.00001,0.00001,0.00000,0.00007,0.00002,0.00160,0.00028,0.00400,0.00014,0.00077,,0.00633,,0.00063,0.00051,,,169.47040,108800,18748,tesserae/texts/la/bede.historiam_ecclesiasticam_gentis_anglorum/bede.historiam_ecclesiasticam_gentis_anglorum.part.5.tess,642,
0.00241,0.00551,0.00042,0.00099,0.00099,0.00044,0.00092,0.00044,0.00002,0.00000,0.00001,0.00018,0.00012,0.00113,0.00196,0.00204,0.00222,0.00055,,0.00712,,0.00056,0.00061,,,104.39603,147094,26073,tesserae/texts/la/boethius.consolatio_philosophiae.tess,1409,
0.00516,0.00410,0.00029,0.00053,0.00053,0.00014,0.00072,0.00029,0.00000,0.00000,0.00000,0.00014,0.00010,0.00106,0.00125,0.00222,0.00241,0.00043,,0.00501,,0.00058,0.00034,,,109.15789,20740,3597,tesserae/texts/la/boethius.consolatio_philosophiae/boethius.consolatio_philosophiae.part.1.tess,190,
0.00421,0.00488,0.00034,0.00145,0.00145,0.00048,0.00078,0.00037,0.00000,0.00000,0.00004,0.00011,0.00007,0.00086,0.00291,0.00183,0.00309,0.00071,,0.00634,,0.00048,0.00101,,,101.98099,26821,4784,tesserae/texts/la/boethius.consolatio_philosophiae/boethius.consolatio_philosophiae.part.2.tess,263,
0.00167,0.00610,0.00046,0.00091,0.00091,0.00033,0.00106,0.00046,0.00000,0.00000,0.00000,0.00025,0.00023,0.00121,0.00172,0.00169,0.00243,0.00083,,0.00845,,0.00078,0.00046,,,91.73550,39538,7084,tesserae/texts/la/boethius.consolatio_philosophiae/boethius.consolatio_philosophiae.part.3.tess,431,
0.00130,0.00528,0.00053,0.00074,0.00074,0.00068,0.00116,0.00065,0.00000,0.00000,0.00000,0.00027,0.00009,0.00125,0.00169,0.00199,0.00172,0.00039,,0.00750,,0.00039,0.00059,,,105.39062,33725,6008,tesserae/texts/la/boethius.consolatio_philosophiae/boethius.consolatio_philosophiae.part.4.tess,320,
0.00095,0.00670,0.00042,0.00133,0.00133,0.00046,0.00072,0.00030,0.00011,0.00000,0.00000,0.00008,0.00004,0.00118,0.00228,0.00270,0.00152,0.00027,,0.00712,,0.00053,0.00069,,,128.14634,26270,4600,tesserae/texts/la/boethius.consolatio_philosophiae/boethius.consolatio_philosophiae.part.5.tess,205,
0.00017,0.00561,0.00043,0.00086,0.00086,0.00069,0.00164,0.00078,0.00000,0.00000,0.00000,0.00026,0.00000,0.00242,0.00069,0.00492,0.00000,0.00017,,0.00639,,0.00069,0.00017,,,193.11667,11587,1987,tesserae/texts/la/boethius.de_fide_catholica.tess,60,
0.00070,0.00655,0.00023,0.00099,0.00099,0.00119,0.00061,0.00090,0.00000,0.00006,0.00003,0.00017,0.00006,0.00259,0.00233,0.00457,0.00076,0.00015,,0.00669,,0.00070,0.00073,,,136.93625,34371,6279,tesserae/texts/la/boethius.liber_de_persona_et_duabus_naturis_contra_eutychen_et_nestorium.tess,251,
0.00088,0.01373,0.00000,0.00073,0.00073,0.00365,0.00511,0.00190,0.00000,0.00000,0.00000,0.00000,0.00015,0.00204,0.00248,0.00365,0.00029,0.00000,,0.01373,,0.00058,0.00102,,,90.10526,6848,1469,tesserae/texts/la/boethius.quomodo_substantiae_in_eo_quod_sint_bonae_sint_cum_non_sint_substantialia_bona.tess,76,
0.00126,0.00775,0.00044,0.00088,0.00088,0.00095,0.00208,0.00214,0.00000,0.00000,0.00000,0.00013,0.00000,0.00221,0.00170,0.00517,0.00019,0.00019,,0.01002,,0.00164,0.00050,,,118.38060,15863,3088,tesserae/texts/la/boethius.quomodo_trinitas.tess,134,
0.00032,0.00474,0.00032,0.00032,0.00032,0.00126,0.00063,0.00095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00284,0.00347,0.00758,0.00000,0.00000,,0.00600,,0.00032,0.00063,,,113.10714,3167,588,tesserae/texts/la/boethius.utrum_pater.tess,28,
0.00038,0.00587,0.00016,0.00201,0.00201,0.00032,0.00055,0.00058,0.00004,0.00000,0.00002,0.00006,0.00008,0.00159,0.00045,0.00491,0.00017,0.00048,,0.00517,,0.00050,0.00058,,,135.20772,203082,33969,tesserae/texts/la/caesar.de_bello_civili.tess,1502,
0.00010,0.00567,0.00003,0.00238,0.00238,0.00034,0.00063,0.00051,0.00003,0.00000,0.00003,0.00012,0.00006,0.00150,0.00054,0.00493,0.00009,0.00051,,0.00525,,0.00044,0.00041,,,127.07593,68621,11488,tesserae/texts/la/caesar.de_bello_civili/caesar.de_bello_civili.part.1.tess,540,
0.00098,0.00535,0.00018,0.00215,0.00215,0.00038,0.00053,0.00056,0.00005,0.00000,0.00005,0.00005,0.00018,0.00159,0.00035,0.00515,0.00063,0.00050,,0.00545,,0.00035,0.00038,,,123.41745,39617,6736,tesserae/texts/la/caesar.de_bello_civili/caesar.de_bello_civili.part.2.tess,321,
0.00034,0.00623,0.00024,0.00169,0.00169,0.00028,0.00050,0.00063,0.00004,0.00001,0.00001,0.00003,0.00006,0.00164,0.00042,0.00481,0.00003,0.00044,,0.00499,,0.00061,0.00079,,,147.96256,94844,15745,tesserae/texts/la/caesar.de_bello_civili/caesar.de_bello_civili.part.3.tess,641,
0.00039,0.00611,0.00007,0.00223,0.00223,0.00029,0.00064,0.00044,0.00004,0.00000,0.00002,0.00009,0.00009,0.00132,0.00068,0.00501,0.00008,0.00057,,0.00619,,0.00052,0.00077,,,155.01846,319183,53451,tesserae/texts/la/caesar.de_bello_gallico.tess,2059,
0.00019,0.00794,0.00004,0.00346,0.00346,0.00025,0.00086,0.00041,0.00002,0.00000,0.00004,0.00010,0.00014,0.00152,0.00113,0.00535,0.00019,0.00084,,0.00728,,0.00060,0.00060,,,151.39564,48598,8528,tesserae/texts/la/caesar.de_bello_gallico/caesar.de_bello_gallico.part.1.tess,321,
0.00063,0.00614,0.00004,0.00228,0.00228,0.00047,0.00051,0.00035,0.00008,0.00000,0.00000,0.00000,0.00008,0.00154,0.00059,0.00579,0.00004,0.00075,,0.00626,,0.00039,0.00091,,,171.53378,25387,4317,tesserae/texts/la/caesar.de_bello_gallico/caesar.de_bello_gallico.part.2.tess,148,
0.00036,0.00606,0.00004,0.00193,0.00193,0.00045,0.00040,0.00054,0.00004,0.00000,0.00000,0.00004,0.00013,0.00117,0.00040,0.00463,0.00000,0.00040,,0.00620,,0.00054,0.00103,,,178.08800,22261,3729,tesserae/texts/la/caesar.de_bello_gallico/caesar.de_bello_gallico.part.3.tess,125,
0.00040,0.00729,0.00004,0.00292,0.00292,0.00025,0.00043,0.00047,0.00007,0.00000,0.00004,0.00018,0.00007,0.00115,0.00069,0.00512,0.00004,0.00065,,0.00758,,0.00076,0.00072,,,165.97605,27718,4754,tesserae/texts/la/caesar.de_bello_gallico/caesar.de_bello_gallico.part.4.tess,167,
0.00039,0.00674,0.00011,0.00211,0.00211,0.00026,0.00052,0.00033,0.00004,0.00000,0.00000,0.00009,0.00007,0.00137,0.00057,0.00567,0.00011,0.00057,,0.00519,,0.00037,0.00065,,,151.88411,45869,7682,tesserae/texts/la/caesar.de_bello_gallico/caesar.de_bello_gallico.part.5.tess,302,
0.00024,0.00671,0.00009,0.00222,0.00222,0.00041,0.00053,0.00059,0.00006,0.00000,0.00000,0.00003,0.00003,0.00148,0.00077,0.00523,0.00003,0.00044,,0.00564,,0.00024,0.00059,,,141.57741,33837,5707,tesserae/texts/la/caesar.de_bello_gallico/caesar.de_bello_gallico.part.6.tess,239,
0.00041,0.00535,0.00005,0.00175,0.00175,0.00030,0.00070,0.00044,0.00005,0.00000,0.00001,0.00014,0.00010,0.00132,0.00066,0.00528,0.00014,0.00035,,0.00579,,0.00060,0.00056,,,145.32341,73243,11981,tesserae/texts/la/caesar.de_bello_gallico/caesar.de_bello_gallico.part.7.tess,504,
0.00062,0.00341,0.00012,0.00144,0.00144,0.00005,0.00080,0.00050,0.00000,0.00000,0.00002,0.00007,0.00007,0.00097,0.00047,0.00293,0.00000,0.00069,,0.00622,,0.00062,0.00142,,,167.07510,42270,6753,tesserae/texts/la/caesar.de_bello_gallico/caesar.de_bello_gallico.part.8.tess,253,
0.00261,0.00346,0.00000,0.00007,0.00007,0.00026,0.00020,0.00046,0.00007,0.00000,0.00000,0.00000,0.00000,0.00039,0.00013,0.00555,0.00000,0.00013,,0.00601,,0.00033,0.00059,,,115.97727,15311,2782,tesserae/texts/la/caesar_augustus.res_gestae_divi_augusti.tess,132,
0.00679,0.00383,0.00007,0.00080,0.00080,0.00021,0.00070,0.00020,0.00001,0.00000,0.00000,0.00025,0.00007,0.00144,0.00118,0.00173,0.00183,0.00017,,0.00543,,0.00021,0.00038,,,100.61756,71036,13565,tesserae/texts/la/catullus.carmina.tess,706,
0.00008,0.00734,0.00062,0.00050,0.00050,0.00075,0.00066,0.00090,0.00000,0.00003,0.00003,0.00010,0.00004,0.00134,0.00341,0.00427,0.00001,0.00046,,0.00622,,0.00216,0.00041,,,125.93935,575165,108835,tesserae/texts/la/celsus.de_medicina.tess,4567,
0.00019,0.00789,0.00042,0.00084,0.00084,0.00179,0.00070,0.00072,0.00000,0.00002,0.00002,0.00007,0.00005,0.00109,0.00300,0.00410,0.00007,0.00065,,0.00726,,0.00147,0.00075,,,137.20767,42946,7890,tesserae/texts/la/celsus.de_medicina/celsus.de_medicina.part.1.tess,313,
0.00008,0.00613,0.00071,0.00041,0.00041,0.00080,0.00054,0.00073,0.00000,0.00005,0.00005,0.00003,0.00005,0.00120,0.00444,0.00390,0.00003,0.00060,,0.00659,,0.00075,0.00034,,,147.23400,73617,13801,tesserae/texts/la/celsus.de_medicina/celsus.de_medicina.part.2.tess,500,
0.00007,0.00719,0.00062,0.00057,0.00057,0.00105,0.00074,0.00063,0.00000,0.00004,0.00004,0.00012,0.00007,0.00156,0.00439,0.00423,0.00001,0.00069,,0.00552,,0.00296,0.00057,,,121.38889,74290,13996,tesserae/texts/la/celsus.de_medicina/celsus.de_medicina.part.3.tess,612,
0.00006,0.00698,0.00044,0.00047,0.00047,0.00042,0.00055,0.00070,0.00000,0.00003,0.00002,0.00018,0.00002,0.00112,0.00320,0.00445,0.00000,0.00054,,0.00544,,0.00206,0.00047,,,120.58904,61621,11554,tesserae/texts/la/celsus.de_medicina/celsus.de_medicina.part.4.tess,511,
0.00005,0.00667,0.00074,0.00028,0.00028,0.00080,0.00037,0.00096,0.00000,0.00002,0.00004,0.00016,0.00001,0.00092,0.00260,0.00375,0.00000,0.00036,,0.00624,,0.00126,0.00029,,,115.17564,98360,18874,tesserae/texts/la/celsus.de_medicina/celsus.de_medicina.part.5.tess,854,
0.00013,0.00789,0.00068,0.00043,0.00043,0.00051,0.00057,0.00122,0.00000,0.00002,0.00006,0.00011,0.00002,0.00087,0.00287,0.00450,0.00000,0.00041,,0.00567,,0.00323,0.00041,,,118.58083,63085,12144,tesserae/texts/la/celsus.de_medicina/celsus.de_medicina.part.6.tess,532,
0.00010,0.00822,0.00071,0.00053,0.00053,0.00054,0.00104,0.00094,0.00001,0.00005,0.00001,0.00004,0.00004,0.00203,0.00341,0.00472,0.00000,0.00025,,0.00667,,0.00264,0.00031,,,126.03594,98182,18613,tesserae/texts/la/celsus.de_medicina/celsus.de_medicina.part.7.tess,779,
0.00003,0.00801,0.00048,0.00065,0.00065,0.00044,0.00076,0.00125,0.00000,0.00003,0.00002,0.00008,0.00005,0.00166,0.00338,0.00457,0.00000,0.00035,,0.00644,,0.00301,0.00032,,,135.33047,63064,11963,tesserae/texts/la/celsus.de_medicina/celsus.de_medicina.part.8.tess,466,
0.00301,0.00841,0.00112,0.00098,0.00098,0.00112,0.00123,0.00062,0.00000,0.00000,0.00000,0.00015,0.00011,0.00228,0.00156,0.00421,0.00051,0.00047,,0.00896,,0.00102,0.00094,,,165.13174,27577,5055,tesserae/texts/la/cicero.academica.tess,167,
0.00294,0.00766,0.00058,0.00074,0.00074,0.00047,0.00105,0.00080,0.00001,0.00003,0.00001,0.00005,0.00005,0.00213,0.00111,0.00337,0.00078,0.00079,,0.00723,,0.00053,0.00105,,,125.52857,140592,26610,tesserae/texts/la/cicero.brutus.tess,1120,
0.00804,0.00495,0.00013,0.00084,0.00084,0.00006,0.00064,0.00090,0.00006,0.00000,0.00000,0.00013,0.00019,0.00135,0.00096,0.00309,0.00026,0.00193,,0.00733,,0.00045,0.00122,,,210.14865,15551,2745,tesserae/texts/la/cicero.cum_populo_gratias_egit.tess,74,
0.00204,0.00729,0.00067,0.00154,0.00154,0.00046,0.00114,0.00056,0.00000,0.00004,0.00000,0.00004,0.00010,0.00335,0.00198,0.00448,0.00090,0.00087,,0.00918,,0.00077,0.00083,,,121.10723,51955,9812,tesserae/texts/la/cicero.de_amicitia.tess,429,
0.00213,0.00706,0.00053,0.00076,0.00076,0.00052,0.00087,0.00082,0.00001,0.00003,0.00000,0.00007,0.00004,0.00203,0.00173,0.00340,0.00255,0.00032,,0.00826,,0.00062,0.00108,,,109.30780,156966,29254,tesserae/texts/la/cicero.de_divinatione.tess,1436,
0.00582,0.00639,0.00012,0.00074,0.00074,0.00032,0.00076,0.00045,0.00000,0.00002,0.00001,0.00001,0.00003,0.00144,0.00193,0.00402,0.00315,0.00139,,0.00739,,0.00049,0.00094,,,138.87299,86379,15866,tesserae/texts/la/cicero.de_domo_sua.tess,622,
0.00149,0.01026,0.00067,0.00052,0.00052,0.00112,0.00060,0.00045,0.00000,0.00000,0.00004,0.00004,0.00004,0.00302,0.00313,0.00365,0.00127,0.00019,,0.00765,,0.00045,0.00090,,,133.39801,26813,5175,tesserae/texts/la/cicero.de_fato.tess,201,
0.00278,0.00887,0.00053,0.00135,0.00135,0.00076,0.00135,0.00067,0.00001,0.00002,0.00004,0.00008,0.00011,0.00296,0.00220,0.00368,0.00171,0.00049,,0.00929,,0.00111,0.00088,,,112.84297,261570,49709,tesserae/texts/la/cicero.de_finibus_bonorum_et_malorum.tess,2318,
0.00273,0.00751,0.00047,0.00108,0.00108,0.00049,0.00153,0.00052,0.00000,0.00002,0.00007,0.00002,0.00002,0.00256,0.00222,0.00399,0.00118,0.00042,,0.00896,,0.00096,0.00079,,,130.99355,40608,7502,tesserae/texts/la/cicero.de_finibus_bonorum_et_malorum/cicero.de_finibus_bonorum_et_malorum.part.1.tess,310,
0.00334,0.00831,0.00030,0.00137,0.00137,0.00059,0.00142,0.00066,0.00000,0.00000,0.00001,0.00010,0.00006,0.00267,0.00279,0.00316,0.00243,0.00062,,0.00866,,0.00065,0.00086,,,96.73157,69550,13374,tesserae/texts/la/cicero.de_finibus_bonorum_et_malorum/cicero.de_finibus_bonorum_et_malorum.part.2.tess,719,
0.00204,0.00983,0.00074,0.00130,0.00130,0.00097,0.00132,0.00076,0.00002,0.00002,0.00009,0.00007,0.00007,0.00338,0.00185,0.00387,0.00076,0.00037,,0.01066,,0.00160,0.00095,,,130.77273,43155,8248,tesserae/texts/la/cicero.de_finibus_bonorum_et_malorum/cicero.de_finibus_bonorum_et_malorum.part.3.tess,330,
0.00285,0.01066,0.00055,0.00087,0.00087,0.00104,0.00091,0.00089,0.00002,0.00004,0.00002,0.00006,0.00009,0.00285,0.00219,0.00421,0.00189,0.00047,,0.01021,,0.00134,0.00089,,,112.44737,47003,8970,tesserae/texts/la/cicero.de_finibus_bonorum_et_malorum/cicero.de_finibus_bonorum_et_malorum.part.4.tess,418,
0.00266,0.00837,0.00065,0.00193,0.00193,0.00075,0.00149,0.00052,0.00000,0.00000,0.00002,0.00010,0.00028,0.00335,0.00176,0.00351,0.00175,0.00049,,0.00857,,0.00121,0.00090,,,113.22366,61254,11615,tesserae/texts/la/cicero.de_finibus_bonorum_et_malorum/cicero.de_finibus_bonorum_et_malorum.part.5.tess,541,
0.00408,0.00852,0.00028,0.00092,0.00092,0.00037,0.00113,0.00072,0.00000,0.00000,0.00002,0.00000,0.00007,0.00143,0.00143,0.00399,0.00196,0.00138,,0.00868,,0.00028,0.00069,,,136.69085,43331,7901,tesserae/texts/la/cicero.de_haruspicum_responso.tess,317,
0.00364,0.00718,0.00015,0.00070,0.00070,0.00046,0.00108,0.00083,0.00000,0.00000,0.00005,0.00005,0.00010,0.00178,0.00072,0.00460,0.00181,0.00142,,0.00749,,0.00083,0.00072,,,145.00375,38716,6965,tesserae/texts/la/cicero.de_imperio_cn_pompei.tess,267,
0.00090,0.00930,0.00078,0.00089,0.00089,0.00072,0.00107,0.00047,0.00000,0.00002,0.00001,0.00003,0.00002,0.00177,0.00265,0.00611,0.00038,0.00058,,0.00916,,0.00085,0.00093,,,142.01304,185185,33615,tesserae/texts/la/cicero.de_inventione.tess,1304,
0.00108,0.00909,0.00071,0.00067,0.00067,0.00068,0.00084,0.00053,0.00000,0.00001,0.00000,0.00000,0.00002,0.00182,0.00285,0.00565,0.00045,0.00073,,0.00921,,0.00095,0.00094,,,134.80216,87217,15762,tesserae/texts/la/cicero.de_inventione/cicero.de_inventione.part.1.tess,647,
0.00073,0.00949,0.00085,0.00108,0.00108,0.00076,0.00128,0.00042,0.00000,0.00002,0.00002,0.00005,0.00001,0.00173,0.00247,0.00652,0.00033,0.00044,,0.00913,,0.00077,0.00092,,,149.11416,97968,17853,tesserae/texts/la/cicero.de_inventione/cicero.de_inventione.part.2.tess,657,
0.00446,0.00741,0.00012,0.00067,0.00067,0.00036,0.00077,0.00061,0.00000,0.00001,0.00001,0.00001,0.00012,0.00174,0.00153,0.00317,0.00180,0.00088,,0.00768,,0.00052,0.00066,,,119.34273,80437,14503,tesserae/texts/la/cicero.de_lege_agraria_contra_rullum.tess,674,
0.00225,0.00681,0.00046,0.00070,0.00070,0.00072,0.00093,0.00084,0.00000,0.00001,0.00001,0.00005,0.00009,0.00222,0.00160,0.00355,0.00112,0.00046,,0.00867,,0.00100,0.00071,,,141.88020,201328,37230,tesserae/texts/la/cicero.de_natura_deorum.tess,1419,
0.00281,0.00636,0.00056,0.00061,0.00061,0.00078,0.00102,0.00086,0.00000,0.00003,0.00002,0.00002,0.00002,0.00214,0.00185,0.00338,0.00193,0.00040,,0.00893,,0.00062,0.00070,,,128.81520,62733,11711,tesserae/texts/la/cicero.de_natura_deorum/cicero.de_natura_deorum.part.1.tess,487,
0.00111,0.00698,0.00052,0.00086,0.00086,0.00086,0.00102,0.00085,0.00001,0.00000,0.00001,0.00008,0.00016,0.00235,0.00103,0.00355,0.00042,0.00062,,0.00829,,0.00136,0.00075,,,157.34164,88426,16032,tesserae/texts/la/cicero.de_natura_deorum/cicero.de_natura_deorum.part.2.tess,562,
0.00357,0.00710,0.00022,0.00052,0.00052,0.00038,0.00068,0.00082,0.00000,0.00002,0.00000,0.00004,0.00006,0.00207,0.00229,0.00375,0.00136,0.00024,,0.00901,,0.00084,0.00066,,,135.59189,50169,9487,tesserae/texts/la/cicero.de_natura_deorum/cicero.de_natura_deorum.part.3.tess,370,
0.00106,0.00782,0.00040,0.00114,0.00114,0.00071,0.00080,0.00059,0.00001,0.00001,0.00002,0.00005,0.00006,0.00255,0.00177,0.00329,0.00085,0.00059,,0.00901,,0.00124,0.00086,,,131.69785,195703,35909,tesserae/texts/la/cicero.de_officiis.tess,1486,
0.00082,0.00699,0.00054,0.00097,0.00097,0.00085,0.00085,0.00065,0.00001,0.00000,0.00004,0.00006,0.00004,0.00296,0.00157,0.00327,0.00017,0.00064,,0.00874,,0.00139,0.00048,,,149.40754,83220,15119,tesserae/texts/la/cicero.de_officiis/cicero.de_officiis.part.1.tess,557,
0.00131,0.00764,0.00024,0.00101,0.00101,0.00075,0.00075,0.00048,0.00000,0.00000,0.00002,0.00006,0.00010,0.00228,0.00141,0.00343,0.00087,0.00067,,0.00888,,0.00099,0.00111,,,136.19780,49576,9005,tesserae/texts/la/cicero.de_officiis/cicero.de_officiis.part.2.tess,364,
0.00119,0.00905,0.00035,0.00148,0.00148,0.00048,0.00078,0.00059,0.00000,0.00003,0.00000,0.00003,0.00005,0.00223,0.00232,0.00321,0.00175,0.00046,,0.00947,,0.00122,0.00116,,,111.33982,62907,11785,tesserae/texts/la/cicero.de_officiis/cicero.de_officiis.part.3.tess,565,
0.00114,0.00786,0.00057,0.00114,0.00114,0.00148,0.00160,0.00068,0.00000,0.00000,0.00000,0.00000,0.00011,0.00319,0.00308,0.00387,0.00080,0.00103,,0.00763,,0.00125,0.00125,,,117.02667,8777,1679,tesserae/texts/la/cicero.de_optimo_genere_oratorum.tess,75,
0.00379,0.00849,0.00075,0.00081,0.00081,0.00067,0.00118,0.00045,0.00001,0.00002,0.00001,0.00006,0.00008,0.00269,0.00196,0.00393,0.00104,0.00078,,0.00875,,0.00102,0.00083,,,208.00422,345287,63997,tesserae/texts/la/cicero.de_oratore.tess,1660,
0.00400,0.00830,0.00095,0.00082,0.00082,0.00034,0.00120,0.00040,0.00000,0.00004,0.00002,0.00007,0.00010,0.00181,0.00209,0.00425,0.00114,0.00094,,0.00868,,0.00108,0.00076,,,242.14085,103152,18778,tesserae/texts/la/cicero.de_oratore/cicero.de_oratore.part.1.tess,426,
0.00414,0.00878,0.00057,0.00076,0.00076,0.00076,0.00117,0.00043,0.00001,0.00001,0.00001,0.00005,0.00008,0.00308,0.00217,0.00391,0.00104,0.00067,,0.00890,,0.00114,0.00095,,,197.36933,148027,27908,tesserae/texts/la/cicero.de_oratore/cicero.de_oratore.part.2.tess,750,
0.00300,0.00826,0.00082,0.00088,0.00088,0.00090,0.00117,0.00055,0.00001,0.00001,0.00000,0.00007,0.00004,0.00303,0.00150,0.00360,0.00092,0.00078,,0.00859,,0.00077,0.00071,,,194.43802,94108,17311,tesserae/texts/la/cicero.de_oratore/cicero.de_oratore.part.3.tess,484,
0.00080,0.00609,0.00046,0.00053,0.00053,0.00080,0.00087,0.00062,0.00000,0.00004,0.00002,0.00002,0.00004,0.00273,0.00243,0.00442,0.00076,0.00046,,0.00907,,0.00161,0.00069,,,126.35426,56354,10507,tesserae/texts/la/cicero.de_partitione_oratoria.tess,446,
0.00476,0.00830,0.00027,0.00082,0.00082,0.00051,0.00109,0.00095,0.00000,0.00003,0.00003,0.00003,0.00010,0.00157,0.00252,0.00316,0.00157,0.00204,,0.00837,,0.00044,0.00061,,,158.84324,29386,5352,tesserae/texts/la/cicero.de_provinciis_consularibus.tess,185,
0.00249,0.00770,0.00051,0.00098,0.00098,0.00049,0.00109,0.00056,0.00000,0.00002,0.00001,0.00002,0.00010,0.00242,0.00144,0.00347,0.00115,0.00084,,0.00794,,0.00062,0.00115,,,119.63138,124297,23756,tesserae/texts/la/cicero.de_republica.tess,1039,
0.00325,0.00594,0.00032,0.00109,0.00109,0.00034,0.00083,0.00045,0.00000,0.00006,0.00002,0.00013,0.00011,0.00207,0.00137,0.00241,0.00132,0.00053,,0.00884,,0.00060,0.00107,,,117.66332,46830,8703,tesserae/texts/la/cicero.de_senectute.tess,398,
0.00351,0.00791,0.00016,0.00121,0.00121,0.00038,0.00075,0.00041,0.00000,0.00003,0.00002,0.00006,0.00012,0.00195,0.00134,0.00445,0.00223,0.00124,,0.00709,,0.00046,0.00092,,,120.03119,581071,106001,tesserae/texts/la/cicero.divinatio_in_c_verrem.tess,4841,
0.00452,0.00794,0.00018,0.00121,0.00121,0.00055,0.00051,0.00051,0.00004,0.00000,0.00000,0.00007,0.00004,0.00239,0.00110,0.00382,0.00055,0.00169,,0.00669,,0.00070,0.00096,,,168.89441,27192,4829,tesserae/texts/la/cicero.divinatio_in_c_verrem/cicero.divinatio_in_c_verrem.part.1.tess,161,
0.00357,0.00776,0.00012,0.00139,0.00139,0.00052,0.00090,0.00034,0.00000,0.00004,0.00002,0.00004,0.00011,0.00166,0.00144,0.00395,0.00202,0.00123,,0.00772,,0.00049,0.00092,,,116.36911,88906,16453,tesserae/texts/la/cicero.divinatio_in_c_verrem/cicero.divinatio_in_c_verrem.part.2.tess,764,
0.00323,0.00882,0.00025,0.00131,0.00131,0.00034,0.00076,0.00048,0.00000,0.00007,0.00003,0.00006,0.00015,0.00225,0.00152,0.00476,0.00195,0.00126,,0.00736,,0.00041,0.00083,,,125.36032,109941,20061,tesserae/texts/la/cicero.divinatio_in_c_verrem/cicero.divinatio_in_c_verrem.part.3.tess,877,
0.00350,0.00725,0.00008,0.00110,0.00110,0.00038,0.00071,0.00050,0.00000,0.00002,0.00001,0.00004,0.00010,0.00179,0.00162,0.00470,0.00319,0.00123,,0.00667,,0.00050,0.00106,,,106.56595,144610,26385,tesserae/texts/la/cicero.divinatio_in_c_verrem/cicero.divinatio_in_c_verrem.part.4.tess,1357,
0.00327,0.00855,0.00017,0.00126,0.00126,0.00035,0.00064,0.00033,0.00001,0.00002,0.00001,0.00008,0.00007,0.00213,0.00094,0.00475,0.00194,0.00120,,0.00770,,0.00046,0.00080,,,116.81743,99178,18179,tesserae/texts/la/cicero.divinatio_in_c_verrem/cicero.divinatio_in_c_verrem.part.5.tess,849,
0.00370,0.00742,0.00017,0.00104,0.00104,0.00031,0.00084,0.00035,0.00000,0.00002,0.00001,0.00004,0.00020,0.00182,0.00113,0.00413,0.00211,0.00116,,0.00641,,0.00036,0.00091,,,133.54622,111244,20094,tesserae/texts/la/cicero.divinatio_in_c_verrem/cicero.divinatio_in_c_verrem.part.6.tess,833,
0.00845,0.01003,0.00006,0.00106,0.00106,0.00025,0.00075,0.00025,0.00000,0.00003,0.00009,0.00006,0.00012,0.00208,0.00230,0.00429,0.00205,0.00158,,0.00919,,0.00084,0.00081,,,139.36364,32193,6086,tesserae/texts/la/cicero.divinatio_in_q_caecilium.tess,231,
0.01238,0.00689,0.00020,0.00060,0.00060,0.00029,0.00087,0.00038,0.00002,0.00003,0.00004,0.00009,0.00015,0.00276,0.00220,0.00414,0.00058,0.00147,,0.00857,,0.00057,0.00083,,,112.73200,607400,119866,tesserae/texts/la/cicero.epistulae_ad_familiares.tess,5388,
0.01105,0.00698,0.00042,0.00086,0.00086,0.00027,0.00084,0.00072,0.00000,0.00002,0.00002,0.00000,0.00007,0.00279,0.00148,0.00501,0.00012,0.00128,,0.00856,,0.00057,0.00079,,,186.90323,40558,7612,tesserae/texts/la/cicero.epistulae_ad_familiares/cicero.epistulae_ad_familiares.part.1.ad_lentulum.tess,217,
0.00946,0.00541,0.00014,0.00081,0.00081,0.00019,0.00079,0.00033,0.00004,0.00002,0.00002,0.00012,0.00007,0.00222,0.00207,0.00419,0.00033,0.00138,,0.00767,,0.00053,0.00068,,,117.47737,57094,11044,tesserae/texts/la/cicero.epistulae_ad_familiares/cicero.epistulae_ad_familiares.part.10.ad_plancum_et_ceteros.tess,486,
0.01274,0.00548,0.00008,0.00081,0.00081,0.00034,0.00047,0.00025,0.00008,0.00003,0.00008,0.00008,0.00017,0.00249,0.00204,0.00413,0.00067,0.00159,,0.00899,,0.00064,0.00117,,,95.97319,35798,7018,tesserae/texts/la/cicero.epistulae_ad_familiares/cicero.epistulae_ad_familiares.part.11.at_brutum_et_ceteros.tess,373,
0.01054,0.00615,0.00021,0.00071,0.00071,0.00027,0.00062,0.00025,0.00005,0.00002,0.00007,0.00021,0.00016,0.00277,0.00178,0.00421,0.00041,0.00126,,0.00816,,0.00037,0.00062,,,101.92308,43725,8713,tesserae/texts/la/cicero.epistulae_ad_familiares/cicero.epistulae_ad_familiares.part.12.ad_cassium_et_ceteros.tess,429,
